From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A095VP80	A0A095VP80	unreviewed	A0A095VP80_9BURK	MFS transporter	JL37_26470	Achromobacter sp. RTa	392		membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
A0A182K5H4	A0A182K5H4	unreviewed	A0A182K5H4_9DIPT	Major facilitator superfamily associated domain-containing protein		Anopheles christyi	557		membrane [GO:0016020]		GO:0016020
C6D2I9	C6D2I9	unreviewed	C6D2I9_PAESJ	Major facilitator superfamily MFS_1	Pjdr2_5306	Paenibacillus sp. (strain JDR-2)	384		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
S0E1I5	S0E1I5	unreviewed	S0E1I5_GIBF5	Related to sulfate transporter	FFUJ_07432	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) (Bakanae and foot rot disease fungus) (Fusarium fujikuroi)	440		membrane [GO:0016020]	molybdate ion transmembrane transporter activity [GO:0015098]	GO:0015098; GO:0016020
A7F164	A7F164	unreviewed	A7F164_SCLS1	Methyltransferase domain-containing protein	SS1G_11334	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) (White mold) (Whetzelinia sclerotiorum)	276	methylation [GO:0032259]; ubiquinone biosynthetic process [GO:0006744]	mitochondrion [GO:0005739]	hexaprenyldihydroxybenzoate methyltransferase activity [GO:0004395]	GO:0004395; GO:0005739; GO:0006744; GO:0032259
A0A2G1PKV4	A0A2G1PKV4	unreviewed	A0A2G1PKV4_9ACTO	MFS transporter	BW737_000545	Actinomyces sp. CtC 72	465	carbohydrate transport [GO:0008643]	membrane [GO:0016020]	symporter activity [GO:0015293]	GO:0008643; GO:0015293; GO:0016020
A0A271J611	A0A271J611	unreviewed	A0A271J611_9BACT	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH BSZ37_14665	Rubrivirga marina	533	'de novo' IMP biosynthetic process [GO:0006189]		IMP cyclohydrolase activity [GO:0003937]; phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]	GO:0003937; GO:0004643; GO:0006189
A0A087SIY7	A0A087SIY7	unreviewed	A0A087SIY7_AUXPR	Molybdate-anion transporter (Major facilitator superfamily domain-containing protein 5) (Molybdate transporter 2 homolog)	F751_2533 g.16899	Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides)	470		plasma membrane [GO:0005886]	molybdate ion transmembrane transporter activity [GO:0015098]	GO:0005886; GO:0015098
A0A0K9R5Y8	A0A0K9R5Y8	unreviewed	A0A0K9R5Y8_SPIOL	C2H2-type domain-containing protein	SOVF_107540	Spinacia oleracea (Spinach)	643	peptidyl-arginine methylation [GO:0018216]		protein-arginine N-methyltransferase activity [GO:0016274]	GO:0016274; GO:0018216
A0A1F7GF39	A0A1F7GF39	unreviewed	A0A1F7GF39_9BACT	SLC41A/MgtE integral membrane domain-containing protein	A2774_01925	Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12c	183		membrane [GO:0016020]	magnesium ion transmembrane transporter activity [GO:0015095]	GO:0015095; GO:0016020
A0A1Q5KHD9	A0A1Q5KHD9	unreviewed	A0A1Q5KHD9_9ACTN	Major facilitator superfamily (MFS) profile domain-containing protein	AMK32_25215	Streptomyces sp. CB01883	427		membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
E1QVT9	E1QVT9	unreviewed	E1QVT9_OLSUV	Recombination protein MgsA	Olsu_1132	Olsenella uli (strain ATCC 49627 / DSM 7084 / CIP 109912 / JCM 12494 / NCIMB 702895 / VPI D76D-27C) (Lactobacillus uli)	462	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]		DNA binding [GO:0003677]; four-way junction helicase activity [GO:0009378]	GO:0003677; GO:0006260; GO:0006281; GO:0006310; GO:0009378
A0A1N7JC31	A0A1N7JC31	unreviewed	A0A1N7JC31_9PROT	Predicted arabinose efflux permease, MFS family	SAMN05421779_10279	Insolitispirillum peregrinum	396		membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
A0A1F7WFE2	A0A1F7WFE2	unreviewed	A0A1F7WFE2_9BACT	AAA family ATPase	A2480_00210	Candidatus Uhrbacteria bacterium RIFOXYC2_FULL_47_19	428	DNA replication [GO:0006260]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]	GO:0003677; GO:0005524; GO:0006260; GO:0016887
A0A0A2MC85	A0A0A2MC85	unreviewed	A0A0A2MC85_9FLAO	Magnesium transporter MgtE	Q764_09105	Flavobacterium suncheonense GH29-5 = DSM 17707	450		plasma membrane [GO:0005886]	magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]	GO:0005886; GO:0015095; GO:0046872
A0A1I5GPW4	A0A1I5GPW4	unreviewed	A0A1I5GPW4_9HYPH	Magnesium chelatase family protein	SAMN04488056_105110	Cohaesibacter marisflavi	251			ATP binding [GO:0005524]	GO:0005524
A0A0F4LJB6	A0A0F4LJB6	unreviewed	A0A0F4LJB6_9LACO	MFS transporter, putative The macrolide (Erythromycin, oleando-mycin, azithromycin) efflux, MefA	JF76_03360	Lactobacillus kullabergensis	413		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
A0A257SQK9	A0A257SQK9	unreviewed	A0A257SQK9_9GAMM	Magnesium transporter MgtE	B7Z66_12895	Chromatiales bacterium 21-64-14	464		plasma membrane [GO:0005886]	magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]	GO:0005886; GO:0015095; GO:0046872
A0A0V8RRV4	A0A0V8RRV4	unreviewed	A0A0V8RRV4_PYROC	Magnesium transporter MgtE	CF15_07935	Pyrodictium occultum	526		plasma membrane [GO:0005886]	magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]	GO:0005886; GO:0015095; GO:0046872
A0A150F9V8	A0A150F9V8	unreviewed	A0A150F9V8_9BACI	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain)	carB AXI58_08880	Bacillus nakamurai	1071	'de novo' UMP biosynthetic process [GO:0044205]; arginine biosynthetic process [GO:0006526]		ATP binding [GO:0005524]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; metal ion binding [GO:0046872]	GO:0004088; GO:0005524; GO:0006526; GO:0044205; GO:0046872
A0A0L0LDL8	A0A0L0LDL8	unreviewed	A0A0L0LDL8_9BACT	Magnesium chelatase family protein	comM AB201_00135	Parcubacteria bacterium C7867-006	520	DNA duplex unwinding [GO:0032508]		ATP binding [GO:0005524]; DNA binding [GO:0003677]	GO:0003677; GO:0005524; GO:0032508
A0A1H1QEF1	A0A1H1QEF1	unreviewed	A0A1H1QEF1_9FLAO	Magnesium chelatase family protein	SAMN04488552_2482	Gramella echinicola	512	DNA duplex unwinding [GO:0032508]		ATP binding [GO:0005524]; DNA binding [GO:0003677]	GO:0003677; GO:0005524; GO:0032508
R6F926	R6F926	unreviewed	R6F926_9FIRM	Cell division topological specificity factor	minE BN749_01738	Firmicutes bacterium CAG:65	92	cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of division septum assembly [GO:0032955]			GO:0007049; GO:0032955; GO:0051301
A0A160IQ79	A0A160IQ79	unreviewed	A0A160IQ79_9BACI	histidine kinase (EC 2.7.13.3)	ABE65_018115	Fictibacillus phosphorivorans	597		membrane [GO:0016020]	ATP binding [GO:0005524]; phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0005524; GO:0016020
A0A0F4PKZ6	A0A0F4PKZ6	unreviewed	A0A0F4PKZ6_9GAMM	Probable septum site-determining protein MinC	minC TW72_07145	Pseudoalteromonas ruthenica	233	cell morphogenesis [GO:0000902]; division septum assembly [GO:0000917]; regulation of cell division [GO:0051302]; regulation of cell septum assembly [GO:1901891]			GO:0000902; GO:0000917; GO:0051302; GO:1901891
A0A1G5ALS4	A0A1G5ALS4	unreviewed	A0A1G5ALS4_9PROT	Diguanylate cyclase/phosphodiesterase	SAMN05216308_101220	Nitrosospira sp. Nsp13	698		membrane [GO:0016020]		GO:0016020
A0A087URR4	A0A087URR4	unreviewed	A0A087URR4_STEMI	Aquaporin-4	X975_07326	Stegodyphus mimosarum (African social velvet spider)	322		membrane [GO:0016020]	channel activity [GO:0015267]	GO:0015267; GO:0016020
F7VP70	F7VP70	unreviewed	F7VP70_SORMK	WGS project CABT00000000 data, contig 2.3	SMAC_02307	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)	353		proteasome regulatory particle [GO:0005838]	metallopeptidase activity [GO:0008237]	GO:0005838; GO:0008237
Q4CR32	Q4CR32	unreviewed	Q4CR32_TRYCC	Microtubule-binding protein MIP-T3	Tc00.1047053511143.12	Trypanosoma cruzi (strain CL Brener)	596			microtubule binding [GO:0008017]	GO:0008017
A0A0S9NDF1	A0A0S9NDF1	unreviewed	A0A0S9NDF1_9BURK	histidine kinase (EC 2.7.13.3)	ASF44_06930	Pseudorhodoferax sp. Leaf274	1238	regulation of DNA-templated transcription [GO:0006355]	plasma membrane [GO:0005886]	phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0005886; GO:0006355
A0A1U8DG45	A0A1U8DG45	unreviewed	A0A1U8DG45_ALLSI	Mitoferrin-2	SLC25A28	Alligator sinensis (Chinese alligator)	244		membrane [GO:0016020]		GO:0016020
A0A163JB24	A0A163JB24	unreviewed	A0A163JB24_ABSGL	Uncharacterized protein	ABSGL_04846.1 scaffold 6035	Absidia glauca (Pin mould)	234		membrane [GO:0016020]		GO:0016020
A0A197JEJ4	A0A197JEJ4	unreviewed	A0A197JEJ4_9FUNG	Mitochondrial carrier	K457DRAFT_101561	Linnemannia elongata AG-77	384		membrane [GO:0016020]		GO:0016020
Q0UUH1	Q0UUH1	reviewed	TPC1_PHANO	Mitochondrial thiamine pyrophosphate carrier 1	TPC1 SNOG_04593	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) (Glume blotch fungus) (Parastagonospora nodorum)	321	thiamine pyrophosphate transmembrane transport [GO:0030974]	mitochondrial inner membrane [GO:0005743]	thiamine transmembrane transporter activity [GO:0015234]	GO:0005743; GO:0015234; GO:0030974
C7YU21	C7YU21	unreviewed	C7YU21_FUSV7	Mitochondrial carrier protein	NECHADRAFT_71843	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi)	359	protein import into mitochondrial matrix [GO:0030150]	mitochondrial outer membrane translocase complex [GO:0005742]	FAD transmembrane transporter activity [GO:0015230]	GO:0005742; GO:0015230; GO:0030150
E3JSS0	E3JSS0	unreviewed	E3JSS0_PUCGT	Uncharacterized protein	PGTG_01688	Puccinia graminis f. sp. tritici (strain CRL 75-36-700-3 / race SCCL) (Black stem rust fungus)	404	mitochondrial transmembrane transport [GO:1990542]	membrane [GO:0016020]; mitochondrion [GO:0005739]		GO:0005739; GO:0016020; GO:1990542
A0A0V0R028	A0A0V0R028	unreviewed	A0A0V0R028_PSEPJ	Mitochondrial carrier domain	PPERSA_10278	Pseudocohnilembus persalinus (Ciliate)	268		membrane [GO:0016020]		GO:0016020
A0A2B7XK34	A0A2B7XK34	unreviewed	A0A2B7XK34_9EURO	Mitochondrial glycine transporter (Solute carrier family 25 member 38 homolog)	AJ79_04493	Helicocarpus griseus UAMH5409	351	glycine import into mitochondrion [GO:1904983]	mitochondrial inner membrane [GO:0005743]	glycine transmembrane transporter activity [GO:0015187]	GO:0005743; GO:0015187; GO:1904983
Q59WC2	Q59WC2	unreviewed	Q59WC2_CANAL	Mitochondrial thiamine pyrophosphate carrier 1	YMC1 orf19.11927 CAALFM_C107200WA	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	299	mitochondrial L-ornithine transmembrane transport [GO:1990575]	mitochondrial inner membrane [GO:0005743]	L-ornithine transmembrane transporter activity [GO:0000064]	GO:0000064; GO:0005743; GO:1990575
U4KXD4	U4KXD4	unreviewed	U4KXD4_PYROM	Similar to Peroxisomal membrane protein PMP47A acc. no. P21245	PCON_06053	Pyronema omphalodes (strain CBS 100304) (Pyronema confluens)	320		membrane [GO:0016020]		GO:0016020
A0A0C3G3B0	A0A0C3G3B0	unreviewed	A0A0C3G3B0_PILCF	Uncharacterized protein	PILCRDRAFT_811240	Piloderma croceum (strain F 1598)	213		membrane [GO:0016020]		GO:0016020
Q4J9Y6	Q4J9Y6	unreviewed	Q4J9Y6_SULAC	Conserved protein	Saci_1048	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	84				
A0A0B1TPY9	A0A0B1TPY9	unreviewed	A0A0B1TPY9_OESDE	2-oxodicarboxylate carrier 2 domain protein	OESDEN_02548	Oesophagostomum dentatum (Nodular worm)	201		membrane [GO:0016020]		GO:0016020
B2WMB1	B2WMB1	unreviewed	B2WMB1_PYRTR	Tricarboxylate transport protein, mitochondrial	PTRG_11121	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	265		membrane [GO:0016020]		GO:0016020
A0A1I8C1N1	A0A1I8C1N1	unreviewed	A0A1I8C1N1_MELHA	EF-hand domain-containing protein		Meloidogyne hapla (Root-knot nematode worm)	712	transmembrane transport [GO:0055085]	mitochondrial inner membrane [GO:0005743]	calcium ion binding [GO:0005509]	GO:0005509; GO:0005743; GO:0055085
B9S5T5	B9S5T5	unreviewed	B9S5T5_RICCO	Mitochondrial carrier protein RIM2, putative	RCOM_0654330	Ricinus communis (Castor bean)	343	transmembrane transport [GO:0055085]	membrane [GO:0016020]		GO:0016020; GO:0055085
A0A1Y1ZDD1	A0A1Y1ZDD1	unreviewed	A0A1Y1ZDD1_9FUNG	PIN domain-like protein	K493DRAFT_322191	Basidiobolus meristosporus CBS 931.73	699	regulation of translation [GO:0006417]		nuclease activity [GO:0004518]	GO:0004518; GO:0006417
A0A0L0SHC2	A0A0L0SHC2	unreviewed	A0A0L0SHC2_ALLM3	DNA mismatch repair protein Mlh1 C-terminal domain-containing protein	AMAG_07165	Allomyces macrogynus (strain ATCC 38327) (Allomyces javanicus var. macrogynus)	125				
A0A1B0CYY0	A0A1B0CYY0	unreviewed	A0A1B0CYY0_PHLPP	Uncharacterized protein		Phlebotomus papatasi (Sandfly)	741			sphingomyelin phosphodiesterase D activity [GO:0050290]	GO:0050290
K0USP1	K0USP1	unreviewed	K0USP1_MYCVA	Virulence factor Mce family protein	MVAC_24558	Mycolicibacterium vaccae ATCC 25954	560				
A0A0L6UCD8	A0A0L6UCD8	unreviewed	A0A0L6UCD8_9BASI	Uncharacterized protein	VP01_770g4	Puccinia sorghi	430				
A0A1X0D1W8	A0A1X0D1W8	unreviewed	A0A1X0D1W8_9MYCO	Mammalian cell entry protein	BST26_17575	Mycolicibacterium insubricum	368				
A0A1Y4CZZ5	A0A1Y4CZZ5	unreviewed	A0A1Y4CZZ5_9DELT	ABC transporter permease	B5F76_13555	Desulfovibrio sp. An276	261		ATP-binding cassette (ABC) transporter complex [GO:0043190]		GO:0043190
A0A1E3SIY3	A0A1E3SIY3	unreviewed	A0A1E3SIY3_9MYCO	Mammalian cell entry protein	AWC25_12300 BHQ21_22795	Mycobacterium sherrisii	489				
A0A164SKT4	A0A164SKT4	unreviewed	A0A164SKT4_9NOCA	ABC transporter permease	A2J03_17240	Rhodococcus sp. EPR-157	281		ATP-binding cassette (ABC) transporter complex [GO:0043190]		GO:0043190
A0A1Y5E7W3	A0A1Y5E7W3	unreviewed	A0A1Y5E7W3_9PROT	Microcystinase C (MlrC)	A9Q83_06265	Alphaproteobacteria bacterium 46_93_T64	492	proteolysis [GO:0006508]		metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]	GO:0006508; GO:0008237; GO:0046872
Q82BQ7	Q82BQ7	unreviewed	Q82BQ7_STRAW	Putative DNA-binding protein	SAVERM_5647	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	300			DNA binding [GO:0003677]	GO:0003677
R6W6F3	R6W6F3	unreviewed	R6W6F3_9FIRM	SSD domain-containing protein	BN636_00996	Ruminococcus sp. CAG:382	699		membrane [GO:0016020]		GO:0016020
M7NIN9	M7NIN9	unreviewed	M7NIN9_9BACL	Putative membrane protein ydgH	ydgH_1 C772_00757	Bhargavaea cecembensis DSE10	716		membrane [GO:0016020]		GO:0016020
Q11QK1	Q11QK1	reviewed	DER_CYTH3	GTPase Der (GTP-binding protein EngA)	der engA CHU_3073	Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465)	435	ribosome biogenesis [GO:0042254]		GTP binding [GO:0005525]	GO:0005525; GO:0042254
C7IWA0	C7IWA0	unreviewed	C7IWA0_ORYSJ	Os01g0225200 protein	Os01g0225200 OSNPB_010225200	Oryza sativa subsp. japonica (Rice)	217			GTP binding [GO:0005525]	GO:0005525
A0A1W1X2C1	A0A1W1X2C1	unreviewed	A0A1W1X2C1_9DELT	Probable GTP-binding protein EngB	engB SAMN02746041_00468	Desulfacinum hydrothermale DSM 13146	204	division septum assembly [GO:0000917]		GTP binding [GO:0005525]; metal ion binding [GO:0046872]	GO:0000917; GO:0005525; GO:0046872
D3AZX7	D3AZX7	unreviewed	D3AZX7_HETP5	G domain-containing protein	PPL_01591	Heterostelium pallidum (strain ATCC 26659 / Pp 5 / PN500) (Cellular slime mold) (Polysphondylium pallidum)	290			GTP binding [GO:0005525]	GO:0005525
R6YEI3	R6YEI3	unreviewed	R6YEI3_9CLOT	Ribosome biogenesis GTPase A	BN787_00936	Clostridium sp. CAG:798	300		cytoplasm [GO:0005737]	GTP binding [GO:0005525]	GO:0005525; GO:0005737
J0U327	J0U327	unreviewed	J0U327_9BURK	Putative RND superfamily exporter	PMI14_04854	Acidovorax sp. CF316	799		membrane [GO:0016020]		GO:0016020
A0A1J4WBF2	A0A1J4WBF2	unreviewed	A0A1J4WBF2_9BACT	GTPase Der (GTP-binding protein EngA)	der AUJ28_03160	Parcubacteria group bacterium CG1_02_37_51	459	ribosome biogenesis [GO:0042254]		GTP binding [GO:0005525]	GO:0005525; GO:0042254
A0A1I5MD83	A0A1I5MD83	unreviewed	A0A1I5MD83_9BACT	SSD domain-containing protein	SAMN04515674_101250	Pseudarcicella hirudinis	770		membrane [GO:0016020]		GO:0016020
A0A1I3J4R2	A0A1I3J4R2	unreviewed	A0A1I3J4R2_9BURK	Predicted exporter	SAMN05192543_103559	Paraburkholderia megapolitana	810	protein transport [GO:0015031]	plasma membrane [GO:0005886]		GO:0005886; GO:0015031
D8U0V6	D8U0V6	unreviewed	D8U0V6_VOLCA	Mitochondrial substrate carrier	VOLCADRAFT_62332	Volvox carteri f. nagariensis	290	nucleotide transport [GO:0006862]; transmembrane transport [GO:0055085]	membrane [GO:0016020]		GO:0006862; GO:0016020; GO:0055085
K6X3I2	K6X3I2	unreviewed	K6X3I2_9ACTN	Mce family protein	mceB GONAM_06_00270	Gordonia namibiensis NBRC 108229	360				
A0A0M8TK14	A0A0M8TK14	unreviewed	A0A0M8TK14_9ACTN	Membrane protein	ADK57_23840	Streptomyces sp. MMG1533	802		membrane [GO:0016020]		GO:0016020
A0A127VTA2	A0A127VTA2	unreviewed	A0A127VTA2_SPOPS	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE AZE41_00120	Sporosarcina psychrophila (Bacillus psychrophilus)	461	tRNA modification [GO:0006400]	cytoplasm [GO:0005737]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]	GO:0003924; GO:0005525; GO:0005737; GO:0006400; GO:0046872
A0A0U1KRH6	A0A0U1KRH6	unreviewed	A0A0U1KRH6_9BACI	Na(+)/H(+) antiporter subunit B	mrpB BN1058_02268	Paraliobacillus sp. PM-2	140		plasma membrane [GO:0005886]	antiporter activity [GO:0015297]	GO:0005886; GO:0015297
F8AEX3	F8AEX3	unreviewed	F8AEX3_PYRYC	Putative monovalent cation/H+ antiporter subunit B	PYCH_11280	Pyrococcus yayanosii (strain CH1 / JCM 16557)	147		plasma membrane [GO:0005886]		GO:0005886
A0A1I6IWM7	A0A1I6IWM7	unreviewed	A0A1I6IWM7_9EURY	OBG-type G domain-containing protein	SAMN04487947_3800	Halogeometricum rufum	391			GTP binding [GO:0005525]	GO:0005525
A0A0X3S928	A0A0X3S928	unreviewed	A0A0X3S928_9ACTN	XRE family transcriptional regulator	ADL25_29090	Streptomyces sp. NRRL F-5122	295			DNA binding [GO:0003677]	GO:0003677
R5ZKT1	R5ZKT1	unreviewed	R5ZKT1_9FIRM	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg BN700_00114	Firmicutes bacterium CAG:536	429	ribosome biogenesis [GO:0042254]	cytoplasm [GO:0005737]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0003924; GO:0005525; GO:0005737; GO:0042254
A0A073IQL8	A0A073IQL8	unreviewed	A0A073IQL8_9BACT	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)	moaC EH55_07855	Synergistes jonesii	163	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]		cyclic pyranopterin monophosphate synthase activity [GO:0061799]	GO:0006777; GO:0061799
A0A1I7H9S8	A0A1I7H9S8	unreviewed	A0A1I7H9S8_9CLOT	Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C)	moaC SAMN04487886_106213	Clostridium sp. DSM 8431	162	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]		cyclic pyranopterin monophosphate synthase activity [GO:0061799]	GO:0006777; GO:0061799
A5UY53	A5UY53	unreviewed	A5UY53_ROSS1	Molybdopterin synthase subunit MoaD / molybdopterin synthase subunit MoaE	RoseRS_3195	Roseiflexus sp. (strain RS-1)	238	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]			GO:0006777
D5QGC1	D5QGC1	unreviewed	D5QGC1_NOVHA	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	GXY_10962	Novacetimonas hansenii ATCC 23769	163	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]		molybdopterin synthase activity [GO:0030366]	GO:0006777; GO:0030366
B5ZX00	B5ZX00	unreviewed	B5ZX00_RHILW	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)	Rleg2_1083	Rhizobium leguminosarum bv. trifolii (strain WSM2304)	153	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]		molybdopterin synthase activity [GO:0030366]	GO:0006777; GO:0030366
